epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
11,550.2,1.25144,0.1017,0.06845,0.57757,1.31192,0.97394,0.98195,0.9768,0.58018,0.97974,0.982,0.9845,0.98108,1.5056,0.07787,0.00407,0.50676,1.50286,0.005604,0.001868,0.005604,0.001868,0.005604,0.001868,0.005604,0.001868
12,596.535,1.2257,0.10066,0.06818,0.56696,1.29953,0.97724,0.98183,0.97831,0.56587,0.97681,0.98397,0.98579,0.98112,1.49644,0.07684,0.00409,0.5072,1.49273,0.0055644,0.0018548,0.0055644,0.0018548,0.0055644,0.0018548,0.0055644,0.0018548
13,642.679,1.21663,0.09891,0.06837,0.56066,1.29304,0.97579,0.98087,0.97826,0.58368,0.97773,0.9829,0.98238,0.9777,1.48938,0.07497,0.00342,0.50389,1.50478,0.0055248,0.0018416,0.0055248,0.0018416,0.0055248,0.0018416,0.0055248,0.0018416
14,688.917,1.18552,0.09579,0.06251,0.54907,1.26999,0.97395,0.98259,0.97788,0.56742,0.97755,0.98637,0.98359,0.97916,1.49001,0.07372,0.0028,0.50388,1.51363,0.0054852,0.0018284,0.0054852,0.0018284,0.0054852,0.0018284,0.0054852,0.0018284
15,734.961,1.17703,0.09095,0.06497,0.54987,1.26282,0.9763,0.98243,0.97744,0.56277,0.97488,0.98191,0.97951,0.97652,1.54408,0.07307,0.00272,0.5087,1.53515,0.0054456,0.0018152,0.0054456,0.0018152,0.0054456,0.0018152,0.0054456,0.0018152
16,780.756,1.15004,0.08886,0.06233,0.53716,1.24876,0.97528,0.97918,0.97535,0.57833,0.97819,0.98223,0.98364,0.97978,1.50199,0.07001,0.0025,0.50543,1.51875,0.005406,0.001802,0.005406,0.001802,0.005406,0.001802,0.005406,0.001802
17,827.01,1.14041,0.09569,0.0641,0.53726,1.2485,0.97552,0.98102,0.97525,0.57108,0.97588,0.9844,0.98323,0.97948,1.51483,0.07535,0.0027,0.5011,1.54814,0.0053664,0.0017888,0.0053664,0.0017888,0.0053664,0.0017888,0.0053664,0.0017888
18,873.184,1.12291,0.09466,0.06547,0.52921,1.24051,0.97692,0.982,0.97913,0.56417,0.97781,0.98618,0.986,0.98213,1.55497,0.07295,0.00219,0.50415,1.56008,0.0053268,0.0017756,0.0053268,0.0017756,0.0053268,0.0017756,0.0053268,0.0017756
19,919.155,1.10934,0.0894,0.0596,0.52529,1.22351,0.97911,0.98058,0.98018,0.56747,0.97772,0.98234,0.98354,0.98054,1.52353,0.06958,0.00265,0.49523,1.55344,0.0052872,0.0017624,0.0052872,0.0017624,0.0052872,0.0017624,0.0052872,0.0017624
20,965.6,1.09409,0.08382,0.06111,0.51997,1.21762,0.9777,0.98141,0.97795,0.5649,0.98042,0.98345,0.98292,0.9795,1.53161,0.07059,0.00305,0.49843,1.55906,0.0052476,0.0017492,0.0052476,0.0017492,0.0052476,0.0017492,0.0052476,0.0017492
21,1011.32,1.06792,0.08108,0.06021,0.50687,1.2025,0.97386,0.9791,0.97734,0.57358,0.9787,0.98358,0.98217,0.97922,1.5257,0.06875,0.00177,0.49791,1.58356,0.005208,0.001736,0.005208,0.001736,0.005208,0.001736,0.005208,0.001736
22,1057.55,1.05902,0.08444,0.05868,0.50857,1.19824,0.97439,0.98114,0.97876,0.57482,0.97607,0.98686,0.98575,0.9815,1.51925,0.07068,0.00221,0.49314,1.56361,0.0051684,0.0017228,0.0051684,0.0017228,0.0051684,0.0017228,0.0051684,0.0017228
23,1103.53,1.03511,0.08022,0.05896,0.49628,1.18576,0.97387,0.98005,0.9785,0.57015,0.97677,0.98297,0.98189,0.97856,1.53557,0.06948,0.00225,0.49379,1.60231,0.0051288,0.0017096,0.0051288,0.0017096,0.0051288,0.0017096,0.0051288,0.0017096
24,1149.63,1.01712,0.07675,0.05547,0.48395,1.1732,0.97721,0.98088,0.97697,0.56025,0.97924,0.98679,0.98391,0.97947,1.54774,0.06939,0.00166,0.49993,1.61016,0.0050892,0.0016964,0.0050892,0.0016964,0.0050892,0.0016964,0.0050892,0.0016964
25,1195.97,1.00324,0.07778,0.05927,0.48592,1.17207,0.97666,0.97757,0.97656,0.56247,0.97909,0.97978,0.98155,0.97901,1.53678,0.07368,0.00272,0.49788,1.61484,0.0050496,0.0016832,0.0050496,0.0016832,0.0050496,0.0016832,0.0050496,0.0016832
26,1242.3,0.98901,0.07792,0.05768,0.47955,1.15608,0.97435,0.97968,0.97663,0.56045,0.97822,0.98371,0.98164,0.97874,1.55841,0.06822,0.0022,0.49478,1.64796,0.00501,0.00167,0.00501,0.00167,0.00501,0.00167,0.00501,0.00167
27,1288.28,0.97461,0.08122,0.05934,0.47741,1.15029,0.97519,0.982,0.97803,0.56533,0.97631,0.98297,0.98201,0.97897,1.54392,0.0708,0.00236,0.50239,1.63073,0.0049704,0.0016568,0.0049704,0.0016568,0.0049704,0.0016568,0.0049704,0.0016568
28,1334.77,0.96477,0.07363,0.05505,0.47306,1.1413,0.97337,0.97762,0.97772,0.55114,0.97627,0.98054,0.98075,0.97746,1.57052,0.07113,0.00325,0.50697,1.65488,0.0049308,0.0016436,0.0049308,0.0016436,0.0049308,0.0016436,0.0049308,0.0016436
29,1381.2,0.95969,0.07498,0.05574,0.46763,1.14182,0.97769,0.98081,0.97895,0.56849,0.98133,0.98491,0.98304,0.97945,1.54058,0.07076,0.00229,0.49794,1.64851,0.0048912,0.0016304,0.0048912,0.0016304,0.0048912,0.0016304,0.0048912,0.0016304
30,1427.22,0.93702,0.07202,0.05394,0.46186,1.12756,0.97352,0.9839,0.97875,0.56205,0.97645,0.98443,0.98284,0.97814,1.5456,0.07152,0.00192,0.49667,1.65274,0.0048516,0.0016172,0.0048516,0.0016172,0.0048516,0.0016172,0.0048516,0.0016172
31,1473.62,0.92064,0.06981,0.05291,0.451,1.1172,0.9744,0.98178,0.97699,0.5559,0.97924,0.98151,0.98252,0.97994,1.56119,0.0692,0.00231,0.50503,1.69378,0.004812,0.001604,0.004812,0.001604,0.004812,0.001604,0.004812,0.001604
32,1519.67,0.91188,0.06952,0.05145,0.44943,1.11575,0.97716,0.97836,0.97717,0.56111,0.97959,0.98098,0.98118,0.97788,1.54373,0.07079,0.00237,0.49434,1.65672,0.0047724,0.0015908,0.0047724,0.0015908,0.0047724,0.0015908,0.0047724,0.0015908
33,1566.62,0.90432,0.07396,0.05487,0.44824,1.10844,0.97304,0.9834,0.97563,0.55809,0.97587,0.98395,0.98128,0.97717,1.54262,0.06804,0.00191,0.50177,1.67482,0.0047328,0.0015776,0.0047328,0.0015776,0.0047328,0.0015776,0.0047328,0.0015776
34,1612.64,0.88768,0.06717,0.05303,0.44365,1.10236,0.97477,0.9778,0.97476,0.55325,0.98105,0.98273,0.9801,0.97743,1.56171,0.06938,0.00227,0.49916,1.71617,0.0046932,0.0015644,0.0046932,0.0015644,0.0046932,0.0015644,0.0046932,0.0015644
35,1658.72,0.88058,0.06728,0.05314,0.44029,1.10201,0.97703,0.9781,0.97731,0.56069,0.98014,0.98151,0.98193,0.97872,1.54113,0.06957,0.00195,0.5014,1.68401,0.0046536,0.0015512,0.0046536,0.0015512,0.0046536,0.0015512,0.0046536,0.0015512
36,1705.02,0.86927,0.06593,0.05337,0.43619,1.08637,0.97294,0.97969,0.97478,0.55692,0.97584,0.98261,0.97983,0.97727,1.55613,0.0707,0.00224,0.50204,1.69079,0.004614,0.001538,0.004614,0.001538,0.004614,0.001538,0.004614,0.001538
37,1751.53,0.86632,0.06726,0.05229,0.43462,1.08942,0.9696,0.97784,0.97347,0.56215,0.97571,0.98297,0.98071,0.97749,1.55772,0.07236,0.00198,0.5021,1.72787,0.0045744,0.0015248,0.0045744,0.0015248,0.0045744,0.0015248,0.0045744,0.0015248
38,1797.86,0.86163,0.06708,0.05475,0.43401,1.08648,0.97528,0.98151,0.97746,0.56532,0.978,0.98491,0.98321,0.97915,1.54303,0.06837,0.00213,0.49748,1.70378,0.0045348,0.0015116,0.0045348,0.0015116,0.0045348,0.0015116,0.0045348,0.0015116
39,1844.02,0.8527,0.06828,0.05262,0.42767,1.08242,0.97538,0.97664,0.97844,0.56738,0.97674,0.98102,0.98197,0.97923,1.53904,0.07077,0.00231,0.49497,1.70033,0.0044952,0.0014984,0.0044952,0.0014984,0.0044952,0.0014984,0.0044952,0.0014984
40,1890.04,0.84373,0.06606,0.05357,0.42929,1.07754,0.97662,0.9781,0.97737,0.55177,0.9786,0.98102,0.9799,0.97665,1.56752,0.07234,0.00158,0.50168,1.73992,0.0044556,0.0014852,0.0044556,0.0014852,0.0044556,0.0014852,0.0044556,0.0014852
41,1936.48,0.83654,0.06753,0.05266,0.42401,1.07266,0.97761,0.9781,0.98071,0.56243,0.97543,0.98523,0.98292,0.98026,1.54494,0.06909,0.0016,0.49485,1.71998,0.004416,0.001472,0.004416,0.001472,0.004416,0.001472,0.004416,0.001472
42,1982.93,0.82919,0.06501,0.05103,0.4201,1.06861,0.97405,0.9747,0.97527,0.56134,0.97582,0.97956,0.9817,0.97839,1.56214,0.06812,0.00187,0.50958,1.75092,0.0043764,0.0014588,0.0043764,0.0014588,0.0043764,0.0014588,0.0043764,0.0014588
43,2028.95,0.81051,0.0654,0.05043,0.4114,1.0608,0.97663,0.97617,0.979,0.56272,0.97152,0.98394,0.9821,0.97856,1.55408,0.06877,0.00155,0.49818,1.74959,0.0043368,0.0014456,0.0043368,0.0014456,0.0043368,0.0014456,0.0043368,0.0014456
44,2075.66,0.79862,0.06268,0.0485,0.40932,1.05466,0.97313,0.97616,0.97988,0.56751,0.97473,0.97956,0.98355,0.97968,1.55461,0.06717,0.00194,0.50264,1.7547,0.0042972,0.0014324,0.0042972,0.0014324,0.0042972,0.0014324,0.0042972,0.0014324
45,2122.15,0.789,0.06021,0.048,0.40012,1.04909,0.9748,0.97567,0.9769,0.56675,0.97945,0.98054,0.9812,0.97825,1.55346,0.06978,0.00172,0.4976,1.74273,0.0042576,0.0014192,0.0042576,0.0014192,0.0042576,0.0014192,0.0042576,0.0014192
46,2168.44,0.7883,0.05992,0.04971,0.40583,1.04789,0.97616,0.97956,0.97961,0.57,0.97665,0.98005,0.98085,0.9778,1.54757,0.06611,0.00166,0.49695,1.75656,0.004218,0.001406,0.004218,0.001406,0.004218,0.001406,0.004218,0.001406
47,2214.75,0.79879,0.06418,0.04959,0.40669,1.05252,0.97108,0.98043,0.97799,0.56233,0.97349,0.983,0.98263,0.97917,1.5486,0.06747,0.00159,0.50178,1.76779,0.0041784,0.0013928,0.0041784,0.0013928,0.0041784,0.0013928,0.0041784,0.0013928
48,2260.61,0.78575,0.05969,0.0497,0.40353,1.04919,0.9733,0.97571,0.97853,0.56771,0.97158,0.982,0.98241,0.97881,1.54438,0.06431,0.00168,0.50206,1.78441,0.0041388,0.0013796,0.0041388,0.0013796,0.0041388,0.0013796,0.0041388,0.0013796
49,2306.86,0.76679,0.05834,0.04612,0.39722,1.04049,0.97211,0.98394,0.98032,0.56383,0.97445,0.98361,0.98322,0.98041,1.55957,0.06623,0.00157,0.50739,1.77957,0.0040992,0.0013664,0.0040992,0.0013664,0.0040992,0.0013664,0.0040992,0.0013664
50,2353.25,0.76569,0.05929,0.04844,0.39332,1.03842,0.97385,0.97845,0.97646,0.56194,0.97675,0.98137,0.97997,0.9767,1.56027,0.06675,0.0016,0.50157,1.81578,0.0040596,0.0013532,0.0040596,0.0013532,0.0040596,0.0013532,0.0040596,0.0013532
51,2399.68,0.7566,0.05932,0.04979,0.39355,1.03189,0.96687,0.97983,0.97572,0.56021,0.97422,0.98054,0.98092,0.97807,1.56055,0.06361,0.00133,0.50782,1.81926,0.00402,0.00134,0.00402,0.00134,0.00402,0.00134,0.00402,0.00134
52,2445.96,0.75127,0.05966,0.04903,0.38938,1.03044,0.97312,0.97664,0.97689,0.56518,0.97694,0.97859,0.97998,0.97691,1.55874,0.06312,0.00222,0.50352,1.80292,0.0039804,0.0013268,0.0039804,0.0013268,0.0039804,0.0013268,0.0039804,0.0013268
53,2492.26,0.74231,0.05913,0.04912,0.38539,1.02796,0.97288,0.98005,0.97465,0.56036,0.97617,0.98345,0.97993,0.97659,1.55629,0.06521,0.00167,0.50891,1.84017,0.0039408,0.0013136,0.0039408,0.0013136,0.0039408,0.0013136,0.0039408,0.0013136
54,2538.48,0.73867,0.057,0.04656,0.38391,1.02728,0.97046,0.98005,0.97769,0.56655,0.97335,0.98297,0.97987,0.97692,1.54541,0.06471,0.00139,0.49904,1.82691,0.0039012,0.0013004,0.0039012,0.0013004,0.0039012,0.0013004,0.0039012,0.0013004
55,2584.92,0.72999,0.05371,0.04932,0.38007,1.0199,0.9736,0.97372,0.97595,0.56283,0.97798,0.9781,0.98232,0.97857,1.54776,0.06709,0.00133,0.50463,1.80196,0.0038616,0.0012872,0.0038616,0.0012872,0.0038616,0.0012872,0.0038616,0.0012872
56,2630.94,0.7279,0.0556,0.05034,0.38245,1.0194,0.97368,0.97616,0.97738,0.56721,0.9747,0.98054,0.98222,0.97915,1.55085,0.06757,0.00194,0.50325,1.83472,0.003822,0.001274,0.003822,0.001274,0.003822,0.001274,0.003822,0.001274
57,2677.29,0.7192,0.05548,0.04597,0.37917,1.01752,0.97279,0.97412,0.97881,0.56821,0.97571,0.97726,0.98201,0.97843,1.54979,0.06804,0.00205,0.50793,1.84515,0.0037824,0.0012608,0.0037824,0.0012608,0.0037824,0.0012608,0.0037824,0.0012608
58,2723.72,0.71172,0.05835,0.04973,0.37665,1.01153,0.97424,0.97558,0.97784,0.56434,0.9767,0.979,0.98082,0.97764,1.55495,0.06854,0.00231,0.50697,1.84384,0.0037428,0.0012476,0.0037428,0.0012476,0.0037428,0.0012476,0.0037428,0.0012476
59,2770.12,0.70831,0.05407,0.04888,0.37352,1.01263,0.97385,0.97844,0.97906,0.56253,0.97253,0.98181,0.98173,0.97877,1.5608,0.06716,0.00215,0.50807,1.85587,0.0037032,0.0012344,0.0037032,0.0012344,0.0037032,0.0012344,0.0037032,0.0012344
60,2816.39,0.69691,0.05544,0.04643,0.36867,1.00517,0.97567,0.97664,0.97884,0.56264,0.97073,0.98433,0.9808,0.97845,1.55547,0.06506,0.00156,0.50386,1.85808,0.0036636,0.0012212,0.0036636,0.0012212,0.0036636,0.0012212,0.0036636,0.0012212
61,2863.11,0.70106,0.05395,0.04546,0.36916,1.00356,0.97438,0.97664,0.97985,0.57045,0.97459,0.97664,0.98352,0.9799,1.54608,0.06393,0.00138,0.50946,1.86433,0.003624,0.001208,0.003624,0.001208,0.003624,0.001208,0.003624,0.001208
62,2909.39,0.6916,0.05247,0.04552,0.36721,1.00405,0.97386,0.97956,0.98072,0.56556,0.97133,0.98054,0.98176,0.97898,1.55601,0.06583,0.00155,0.50697,1.86944,0.0035844,0.0011948,0.0035844,0.0011948,0.0035844,0.0011948,0.0035844,0.0011948
63,2955.96,0.6947,0.05598,0.04747,0.36571,1.00576,0.97324,0.97326,0.97324,0.55145,0.96895,0.98297,0.97773,0.9747,1.56193,0.06409,0.00192,0.50802,1.90585,0.0035448,0.0011816,0.0035448,0.0011816,0.0035448,0.0011816,0.0035448,0.0011816
